building,noise,in_vehicle,asleep,no_windows,dist,age_groups,heard
0,0,0,0,0,293.76819182732777,5,1
0,0,0,0,0,728.4319600945231,0,1
1,1,0,0,1,275.96334913652646,4,0
0,0,0,0,0,848.696415818536,1,1
0,0,0,0,0,1837.1012890294583,3,1
1,0,0,0,0,568.0994837323345,3,1
1,0,0,0,1,178.7181165737963,5,1
0,1,1,0,0,885.7157792591847,2,0
0,0,0,0,0,980.5141599153059,2,1
0,0,0,0,0,1382.9643387256176,5,1
0,1,1,0,0,33035.93320853803,3,0
0,1,1,0,0,28220.7974962036,6,0
1,0,0,0,0,657.3882826049373,1,1
0,1,1,0,0,38094.32314255453,4,0
0,0,0,0,0,382.8084441462217,1,1
0,0,0,0,0,899.0498870357518,4,1
1,0,0,0,0,147.1335006871059,2,1
0,0,0,0,0,832.072318698349,6,1
1,0,0,0,0,364.7659892830722,5,1
0,0,0,0,0,423.81536332027014,2,1
0,1,0,0,0,57.40721176509418,1,1
0,0,0,0,0,627.852607395761,5,1
1,0,0,0,0,33.2143101578241,3,1
0,0,0,0,0,534.6581411822788,3,1
1,0,0,0,0,97.93391729620652,5,1
0,0,0,0,0,1529.9028793221007,3,1
0,0,0,0,0,377.7664793609563,2,1
0,1,0,0,0,4159.0189196647025,2,1
0,0,0,0,0,10041.646440676677,6,0
0,0,1,0,0,979.8896049547528,7,0
0,0,1,0,0,31288.43535129361,1,0
1,0,0,1,0,22999.401392674023,4,0
0,0,0,0,0,764.2970720596159,4,1
0,0,1,0,0,46.02211229647045,4,0
0,1,0,0,0,5221.273791612612,7,0
0,1,1,0,0,579.0460187345062,4,0
0,0,1,0,0,20959.011928756274,7,0
0,0,0,0,0,276.1839865108004,5,1
0,0,0,0,0,616.8063123291145,2,1
0,0,0,0,0,447.86809011076855,1,1
0,0,0,0,0,671.0690582122104,4,1
0,0,0,0,0,131.1256316806227,4,1
0,0,0,0,0,759.953882186074,1,1
0,0,0,0,0,999.7221855760313,1,1
0,0,1,0,0,577.8507829526521,0,1
0,0,0,0,0,1807.8480783918476,2,1
0,0,0,0,0,2328.8012111634566,5,1
1,0,0,0,0,618.6960152131728,5,1
1,1,0,0,0,2454.119341911149,5,1
1,0,0,0,0,377.55530479224456,2,1
0,0,0,0,0,591.5424795742737,6,1
0,0,0,0,0,356.50619549264525,2,1
0,0,0,0,0,806.2870774795947,4,1
0,0,0,0,0,1504.4509558910254,1,1
0,0,0,0,0,570.5990492458503,3,1
0,0,0,0,0,250.49192714936424,3,1
1,0,0,0,0,20.172514785680974,4,1
0,1,0,0,0,1821.1891952813835,3,1
0,0,0,0,0,982.43023986607,2,1
0,0,0,0,0,1031.2304553313886,2,1
1,0,0,0,0,978.3707561119654,1,1
0,0,0,0,0,579.1323593540999,6,1
0,0,0,0,0,30124.221950195522,4,0
0,0,0,0,0,174.00775466553958,5,1
0,0,0,0,0,1632.5337908188797,3,1
0,0,0,0,0,935.9715027765308,3,1
1,0,0,0,0,49.51456389910418,2,1
0,0,0,0,0,1627.7409669552499,2,1
0,0,0,0,0,675.6901797406149,5,1
0,1,0,0,0,1045.4294150812423,0,1
0,0,0,0,0,9220.144190184443,5,1
0,0,0,0,0,254.5862153083872,6,1
0,1,0,0,0,1698.7041498327105,6,1
0,0,0,0,0,2885.301989317138,4,0
0,0,0,0,0,284.07582918522695,1,1
1,0,0,0,0,1000.522898482928,5,1
0,0,1,0,0,8927.69883845175,7,0
0,0,0,0,0,692.6783918883909,2,1
0,0,0,0,0,337.4879438187652,1,1
0,0,0,0,0,153.40042623869888,6,1
1,0,0,0,0,418.0366532245056,3,1
0,0,0,0,0,1280.6980208321559,2,0
0,0,0,0,0,881.8019084611471,1,1
0,0,0,0,0,131.96431466093878,1,1
0,0,0,0,0,1004.1600418745815,7,1
0,0,0,0,0,525.9764559305115,6,0
0,1,0,0,0,977.53537125093,1,1
0,0,1,0,0,84.59402311789997,5,1
1,0,0,0,0,300.25271565610365,1,1
0,0,0,0,0,1397.1200115421939,2,1
1,0,0,0,0,284.2293992230552,0,1
0,0,0,0,0,1426.8728858915722,3,1
0,0,0,0,0,782.5523182814379,5,1
0,0,0,0,0,381.3672498211216,6,1
0,0,0,0,0,558.3546947400031,6,1
0,0,0,0,0,254.49371449132488,5,1
0,0,0,0,0,164.01618100686997,5,1
0,0,0,0,0,190.9591532084351,3,1
0,0,0,0,0,202.30371467303803,5,1
0,0,1,0,0,22834.42993336805,6,0
0,0,0,0,0,1441.7671216840922,4,1
1,0,0,0,0,272.620906393611,3,1
0,0,0,0,0,51.396613741241815,4,1
0,0,0,0,0,816.3160660224958,1,1
1,0,0,0,0,341.45126829005744,3,1
0,1,0,0,0,36640.35894985583,2,0
0,0,0,0,0,91.31073769152482,6,1
0,0,0,0,0,372.76863205939753,3,1
0,0,0,0,0,206529.4371393445,2,0
0,1,0,0,0,643.5859927417382,5,1
0,0,0,0,0,525.7348450101206,1,1
0,0,0,0,0,534.7828370195843,4,1
0,1,1,0,0,44791.96239391306,5,0
0,1,0,0,0,822.7864982638914,4,0
0,0,0,0,0,1050.8836257582018,7,1
0,1,0,0,0,481.7977119659137,4,1
0,0,0,0,0,853.300005147171,3,1
1,0,0,0,0,450.28492645113437,2,1
0,0,0,0,0,45594.7932568467,6,0
0,0,0,0,0,940.2910067498616,1,1
1,1,0,0,0,8581.056783511924,2,0
0,0,0,0,0,605.7347975332236,2,1
1,0,0,0,0,400.6852296709244,5,1
1,0,0,0,0,146.64574465204896,0,1
0,0,0,0,0,33393.44982643763,4,0
1,0,0,0,0,10903.960194912484,5,0
0,0,0,0,0,3907.9223983628312,6,1
0,0,0,0,0,20886.73396988267,2,1
1,1,0,0,0,599.9860165131314,5,0
0,0,0,0,0,274.6168388140527,2,1
1,0,0,0,0,2185.294599975787,3,1
0,0,0,0,0,203.33498452958725,3,1
0,1,0,0,0,927.9104479622999,6,1
0,0,0,0,0,895.2740973413626,3,1
0,0,0,0,0,719.2501259502551,3,1
0,0,0,0,0,152.28066876624777,4,1
0,0,0,0,0,328.413864496744,4,1
0,0,0,0,0,489.7553055900028,4,1
0,0,0,0,0,4588.667289785354,1,1
0,0,0,0,0,618.5623221566653,4,1
1,0,0,0,0,544.4498436851411,4,1
0,0,0,0,0,25522.568146691665,6,0
0,0,0,0,0,1233.3137267386694,6,1
0,0,0,0,0,227.8176193778458,2,1
0,0,0,0,0,1274.6810233742283,1,1
0,0,0,0,0,376.3707019237609,4,1
0,0,0,0,0,393.0700939293739,5,0
0,0,0,0,0,118.17047740780684,4,1
0,0,0,0,0,840.7351312264263,1,1
0,0,0,0,0,604.9566173205645,5,1
0,0,0,0,0,1916.466248100788,2,1
0,0,0,0,0,366.8336186857457,7,1
1,1,0,0,0,236.74547540704242,2,1
0,0,0,0,0,1109.356562117001,2,1
0,0,0,0,0,632.9158019507174,3,1
0,0,0,0,0,161.983574912419,1,1
0,1,0,0,0,30733.001771320174,7,0
0,1,0,0,0,2570.3314703635674,4,1
0,1,0,0,0,48330.99209810841,5,0
1,0,0,0,0,250.73548350127874,3,1
0,0,1,0,0,1127.4135255446913,1,0
0,0,0,0,0,1028.0844540102623,6,1
0,0,0,0,0,563.4180319439942,1,1
1,0,0,0,0,373.78235799440927,0,1
1,0,0,0,0,1204.68008294577,2,1
0,0,1,0,0,72592.402087962,7,0
1,0,0,0,0,1325.2292767836313,2,1
0,0,0,0,0,572.0675811679894,2,1
0,0,0,0,0,256.04129210402283,3,1
1,0,0,0,0,520.5808707004678,3,1
1,0,0,0,0,554.7328198732292,6,1
1,1,0,0,0,291.15954068529925,2,1
0,0,0,0,0,206.80730765998496,1,1
0,1,0,0,0,30141.728336555716,7,0
1,1,0,0,0,10697.912003112324,4,0
1,1,0,0,1,498.56915845295754,5,0
1,0,0,0,0,202.95752661904376,6,1
0,0,0,0,0,167.831078661238,6,1
0,0,0,0,0,817.5035342486457,1,1
0,0,0,0,0,3565.7379802771516,1,1
1,0,0,0,1,459.8987432095426,3,0
0,1,1,0,0,46986.399351086155,5,0
0,0,0,0,0,542.7269487965821,2,1
0,0,0,0,0,363.9331572579454,4,1
0,0,0,0,0,962.1425631075898,2,1
1,1,0,0,0,443.0812795714721,3,1
0,0,0,0,0,116.53042332467501,5,1
0,0,1,0,0,673.7348719725942,5,1
0,0,0,0,0,97.43049858849697,4,1
0,0,0,0,0,429.91467925655553,3,1
0,1,0,0,0,80605.97674737097,5,0
0,0,0,0,0,17488.545787608757,7,0
1,1,0,0,0,11768.996331540568,6,0
0,0,0,0,0,531.272808514652,2,1
0,0,0,0,0,32.18974013779649,3,1
0,0,0,0,0,1804.3142679725552,2,1
0,0,0,0,0,760.2156244312082,1,1
0,0,1,0,0,427.2279579340645,4,0
0,0,0,0,0,279.8560943850038,1,1
0,0,0,0,0,1088.278679683553,1,1
1,0,0,0,0,193.42859528145055,4,1
0,0,0,0,0,399.55471105398544,7,1
0,0,0,0,0,828.7747114174197,2,1
0,0,0,0,0,989.2233947951576,5,1
0,0,0,0,0,258.05235967504274,2,1
1,0,0,0,0,142.0001769333921,1,1
0,0,0,0,0,12845.736551888469,7,1
0,0,0,0,0,2436.002494278858,3,1
0,0,0,0,0,356.0314642430173,0,1
1,1,0,0,1,445.8741255607497,5,0
0,1,0,0,0,190.18660484344204,2,1
0,0,0,0,0,695.3734603122755,3,1
0,0,1,0,0,24724.093831321457,7,0
0,0,0,0,0,1055.7468767736127,6,0
1,0,0,0,0,291.9692071038397,5,1
0,0,0,0,0,438.85087323497413,1,1
0,0,0,0,0,195.22501376165204,2,1
0,0,0,0,0,511.0026873108869,4,1
0,0,0,0,0,481.2241617135442,5,1
1,1,0,0,0,59770.77427129548,7,0
1,0,0,0,0,561.0644043676933,2,1
0,0,0,0,0,29306.977625102212,7,0
0,0,0,0,0,628.1090509610611,1,1
0,0,0,0,0,862.1998299752353,4,1
0,0,0,0,0,1890.677939579507,1,1
0,0,0,0,0,477.02520825433555,7,1
1,0,0,0,0,6626.14065071768,1,1
0,0,0,0,0,407.60335397325747,4,1
1,0,0,0,0,159.7320893251923,5,1
1,0,0,0,0,738.1806598744546,3,1
0,1,1,0,0,13058.367370768994,1,0
0,0,0,0,0,240.68730611121632,2,1
0,1,0,0,0,182.40283449099726,2,1
0,1,0,0,0,45291.324761429394,7,0
1,1,0,0,1,797.8023236050664,5,0
0,0,0,0,0,111484.60236045242,5,0
0,0,0,0,0,2012.1427850435252,5,0
0,0,0,0,0,936.8726541683978,0,1
0,0,0,0,0,686.6519819358155,5,1
0,0,0,0,0,33691.99400014657,5,0
1,0,0,0,1,884.6304496301692,4,0
1,0,0,0,0,513.746560517019,0,1
0,1,0,0,0,4658.51417738292,3,1
0,0,0,0,0,177.3414704357993,2,1
0,0,0,0,0,33843.63017104211,5,0
0,0,0,0,0,527.2721101094246,5,1
0,0,0,0,0,1473.2453244764602,3,1
1,0,0,0,0,1792.8964779845937,2,1
1,0,0,0,0,265.4048868063627,2,1
1,0,0,0,0,955.1133823626831,1,1
1,0,0,0,0,1296.3564250263782,5,1
0,0,0,0,0,261.27375287309576,6,1
0,1,1,0,0,354.4990984796641,1,0
0,0,0,0,0,1459.846840337839,1,1
0,0,0,0,0,540.3790603281693,1,1
1,0,0,0,0,307.140533244326,4,1
0,0,0,0,0,183.8619355887057,2,1
1,0,0,0,0,270.2213686898929,4,1
1,1,0,0,0,2398.5310708434154,6,0
0,0,0,0,0,3112.4626971707403,4,1
0,0,0,0,0,1033.3538329830474,6,1
1,0,0,0,0,826.3009544534107,4,1
0,1,1,0,0,48240.318329809415,6,0
1,0,0,0,0,155.842355086896,5,1
1,0,0,0,0,1166.4749253955272,2,1
0,0,1,0,0,306.9280255407341,0,1
0,1,1,0,0,24975.280656102335,5,0
0,0,0,0,0,990.8245952745073,5,1
0,0,0,0,0,171.16370445489608,6,1
0,0,0,0,0,4057.7484143665065,2,1
0,0,1,0,0,27814.505784933008,6,0
1,1,0,0,1,514.992677475335,4,0
1,0,0,0,0,1034.8529573397848,2,1
0,0,0,0,0,113.99528631045327,2,1
1,0,0,0,0,1022.7567042125269,5,1
0,0,0,0,0,404.79103835000967,2,1
1,0,0,0,0,821.8922670959718,4,1
0,0,0,0,0,294.76577026741825,2,1
0,0,0,0,0,510.7575217863832,5,1
0,0,0,0,0,1793.966324400161,5,1
0,0,0,0,0,567.1562680121967,6,1
1,0,0,0,0,1232.4647286764907,5,1
0,0,0,0,0,2541.787605987014,4,1
1,0,0,0,0,164.2403820528629,3,1
0,0,0,0,0,614.4788373195155,6,1
0,0,0,0,0,499.79815170606565,4,1
0,0,0,0,0,81.86297669155249,6,1
0,0,0,0,0,190.21675695772058,3,1
0,0,0,0,0,196.01112365535366,5,1
0,0,0,0,0,1068.1317730196586,1,1
1,1,0,0,0,2752.6887962564283,5,1
1,1,0,0,1,1915.3044532568783,5,0
0,0,0,0,0,602.4775286479937,4,1
0,0,0,0,0,595.884412083927,4,1
0,0,0,0,0,503.61011220547385,3,1
0,1,0,0,0,209.54060009746323,5,1
0,1,1,0,0,25634.84440866754,6,0
0,0,0,0,0,788.1421827301863,1,1
1,0,0,0,0,1359.5447364054633,6,0
0,0,0,0,0,287.76574010671396,3,1
0,1,0,0,0,32254.254537885354,4,0
0,0,1,0,0,26776.10990511134,5,0
0,0,0,0,0,59.677683344009665,4,1
1,0,0,0,0,131655.9967786378,4,0
0,1,0,0,0,37835.02588801987,4,0
0,1,0,0,0,73955.61275992393,6,0
1,0,0,0,0,985.1543358335551,4,1
0,0,0,0,0,845.5869585900122,6,1
0,0,0,0,0,787.1674605407602,6,1
0,0,0,0,0,1600.9611913371666,5,1
0,0,0,0,0,2108.2573661245883,2,1
1,0,0,0,1,2277.4979716787266,7,0
0,0,0,0,0,1369.190790959798,2,1
0,0,0,0,0,1578.5890981262733,4,1
1,0,0,0,0,595.4592800722992,1,1
1,0,0,0,0,1349.641732033413,3,1
0,0,1,0,0,409.8972663579971,7,0
0,0,0,0,0,1132.469782912175,2,1
1,0,0,0,0,877.8521961228345,5,1
0,1,0,0,0,281.7749838250103,2,1
0,0,0,0,0,2604.5690226266283,2,0
0,0,0,0,0,505.0428103629403,1,1
0,0,0,0,0,261.0405247479554,3,1
1,0,0,0,0,619.8750366977324,3,1
0,0,0,0,0,185.9924017538978,1,1
0,0,0,0,0,7976.490878225848,5,1
0,0,0,0,0,100.38782665935362,5,1
0,0,0,0,0,164.15404091681205,4,1
0,0,0,0,0,514.3408822833628,0,1
1,1,0,0,0,470.49956813086004,4,1
1,0,0,0,0,1440.357285589424,1,1
0,0,0,0,0,142.8081892338027,1,1
1,0,0,0,0,1980.799573441801,0,1
0,0,0,0,0,636.619249119303,2,1
1,0,0,0,0,550.5817992619897,1,1
0,0,0,0,0,352.9236597984884,4,1
0,0,0,0,0,432.7764177625627,0,1
0,0,0,0,0,535.4504615827163,3,1
0,1,0,0,0,33159.07924920027,4,0
0,1,0,0,0,48737.26292372677,6,0
0,1,0,0,0,29546.459945531824,3,0
0,0,0,0,0,396.33481258378185,5,1
0,0,1,0,0,35781.02846938532,3,0
1,1,0,0,1,693.8813867537161,5,0
0,1,0,0,0,43494.888421079086,7,0
1,0,0,0,0,498.04316402307467,4,1
0,0,1,0,0,30615.555186145462,6,0
0,0,0,0,0,426.10685009911316,3,1
1,0,0,0,0,200.12207786749343,5,1
0,1,0,0,0,280.03389109929043,2,1
1,0,0,0,0,475.6921731289305,5,1
1,0,0,0,0,1144.0125297277905,3,1
0,1,0,0,0,1344.464666731772,0,1
0,0,0,0,0,403.48762573237747,3,1
0,1,0,0,0,57038.67817178014,5,0
0,0,0,0,0,530.6350906556124,4,1
1,0,0,0,0,5190.49919988879,3,1
0,0,1,0,0,2067.990538834188,6,0
0,0,0,0,0,3795.4778686031054,4,0
1,1,0,0,0,1046.161397404297,6,0
0,0,0,0,0,555.5625196244447,3,1
0,0,0,0,0,277.60722164844583,1,1
1,0,0,0,0,537.0959286000323,6,1
1,1,0,0,0,281.74620489533083,1,1
0,0,0,0,0,945.0940986729497,2,1
0,0,0,0,0,1166.6417124573768,5,1
0,1,0,0,0,33987.35309661376,4,0
0,0,0,0,0,505.6636496574916,2,1
1,0,0,0,0,561.5928152529469,4,1
0,0,0,0,0,411.15891412984456,7,1
1,0,0,0,0,431.1951187014127,1,1
1,0,0,0,0,616.2389748383297,4,1
0,0,1,0,0,25569.543341622015,6,0
0,0,0,0,0,357.20657865446003,1,1
0,0,0,0,0,607.9939106658522,2,1
0,0,0,0,0,1067.6117256822865,6,1
1,0,0,0,0,63.13795385059352,5,1
0,0,0,0,0,621.8593277687362,3,1
0,1,1,0,0,13424.270877013098,2,0
0,0,0,0,0,578.562314191826,6,1
0,0,0,0,0,283.562944307524,3,1
0,0,0,0,0,1049.2069999149128,1,1
1,0,0,0,0,1603.0654349823271,6,1
1,0,0,0,0,62.71722410030315,5,1
0,0,0,0,0,775.2064233460632,2,1
1,0,0,0,0,299.70708799185684,1,1
0,0,0,0,0,100.03097264973604,1,1
0,0,0,0,0,554.3682297361669,3,1
0,0,0,0,0,127.99797310388215,6,1
0,0,0,0,0,808.6020419398454,1,1
0,0,0,0,0,5382.418919099457,4,0
1,0,0,0,1,1661.233641509634,7,0
0,0,0,0,0,182.36793144480865,7,1
0,0,0,0,0,33.73857648198434,2,1
0,0,0,0,0,1391.866691156189,3,1
0,0,0,0,0,187.8939611996805,6,1
1,0,0,0,0,970.9822651824174,6,1
1,0,0,0,0,208.6003923933719,4,1
0,0,0,0,0,535.1788717940436,2,1
1,0,0,0,0,922.6536272425689,2,1
0,0,0,0,0,213.71478537540284,3,1
1,0,0,0,1,21543.783527402527,1,0
0,0,0,0,0,426.40703197331493,2,1
0,0,0,0,0,827.064765291199,1,1
0,1,1,0,0,32192.88628828653,4,0
1,0,0,0,0,744.2951952463211,3,1
0,0,0,0,0,360.21363036537775,5,1
0,1,1,0,0,29850.015034054977,1,0
0,0,0,0,0,716.2913491191202,2,1
0,1,0,0,0,453.5232022998167,6,1
0,1,0,0,0,35845.22186308144,2,0
0,0,1,0,0,432.54512410327305,6,1
1,0,0,0,0,697.7603655217404,6,0
1,0,0,0,0,143.16154824799742,1,1
1,0,0,0,0,1106.4354304317274,4,0
0,0,0,0,0,1601.064799917085,1,1
0,1,0,0,0,436.39751954587535,0,1
0,0,0,0,0,449.6471839288643,1,1
0,0,0,0,0,420.8902988444609,5,1
0,0,0,0,0,2280.7945290510584,2,1
0,0,0,0,0,2271.2752382724525,3,1
1,0,0,0,0,212.25124948506618,3,1
0,0,0,0,0,1437.0097256480517,6,1
1,0,0,0,0,159.72242037252732,3,1
1,0,0,0,0,875.142028498302,1,1
0,0,0,0,0,609.0226746495249,2,1
0,1,0,0,0,449.72327344939407,2,1
0,0,0,0,0,6826.869286434295,5,1
0,0,0,0,0,403.0134009788086,2,0
0,0,1,0,0,8137.769063196673,1,0
1,0,0,0,0,783.9909901109862,3,1
0,0,1,0,0,31369.578604821152,7,0
0,0,0,0,0,967.2401303275915,1,1
0,1,1,0,0,79486.396598737,1,0
0,0,0,0,0,49641.77582070093,2,0
0,0,1,0,0,58364.21927542759,3,0
1,0,0,0,0,228.68336854135745,6,1
0,1,0,0,0,29146.485325237983,3,0
0,0,0,0,0,5518.546938984773,2,0
0,0,0,0,0,1940.3884896869934,3,1
0,0,0,0,0,413.5669072615231,6,1
0,0,0,0,0,500.9488926576549,2,1
0,0,0,0,0,1252.0711622580725,5,1
1,0,0,0,0,667.8648974537264,5,1
0,0,0,0,0,728.2557801918064,1,1
0,0,0,0,0,109.54045483454091,4,1
0,0,0,0,0,1107.5671943741227,5,1
0,1,0,0,0,195.49199325100432,0,1
0,0,0,0,0,245.80636480224166,1,1
0,0,0,0,0,508.04297138637554,5,1
0,0,0,0,0,484.64042650794494,3,1
0,0,0,0,0,138.6348383167833,3,1
0,0,0,0,0,289.0273801764254,6,1
0,0,0,0,0,422.08834671030803,0,1
1,0,0,0,0,168.85305590513212,2,1
0,0,0,0,0,283.1715546850048,3,1
1,0,0,0,0,141.23190778158997,3,1
0,0,0,0,0,355.0124716690264,0,1
1,1,0,0,1,858.6435329384371,5,0
0,0,0,0,0,372.324920323778,1,1
0,0,0,0,0,5356.01017882045,6,0
0,0,0,0,0,1002.0292921675872,3,1
0,0,0,0,0,1026.8651048323702,7,1
1,0,0,0,0,71.2626006378537,0,1
1,0,0,0,0,289.64082220177784,3,1
0,0,0,0,0,568.3767352546139,2,1
0,0,1,0,0,21991.605957268108,5,0
0,0,1,0,0,689.8761876128382,1,1
0,0,0,0,0,594.8352529857381,4,1
1,0,0,0,0,338.60761791615704,1,1
0,0,0,0,0,525.0585160940187,2,1
1,0,0,0,0,473.9282374786344,5,1
0,0,0,0,0,347.03110775242646,3,1
0,0,1,0,0,34638.81337636905,5,0
0,0,0,0,0,544.216995640118,3,1
0,0,0,0,0,1052.0623718640456,2,1
0,0,0,0,0,4151.803788582673,5,0
0,0,0,0,0,506.0387626698213,5,1
1,0,0,0,0,427.7155840621157,3,1
1,1,0,0,0,419.03437514090956,6,1
0,1,1,0,0,22553.243197891148,4,0
0,0,0,0,0,1026.2516719047555,6,1
0,0,1,0,0,550.9453578749614,3,0
0,0,0,0,0,402.7834303062763,5,1
0,0,1,0,0,77920.73114795436,5,0
1,0,0,0,1,351.5812125473396,7,0
0,0,0,0,0,1750.3620098256204,2,1
0,0,0,0,0,222.9554639979943,3,1
0,1,0,0,0,78014.66241482903,1,0
0,0,0,0,0,1357.5864825355652,4,1
0,0,0,0,0,31699.479423024346,7,0
0,0,1,0,0,37194.06103364177,3,0
0,0,0,0,0,16857.457067541007,1,1
0,0,0,0,0,559.1567017620373,4,1
0,1,0,0,0,672.8638018821778,1,1
0,1,0,0,0,1778.1034286441013,5,1
0,0,0,0,0,437.7114624552134,4,1
0,1,0,0,0,33037.28943614714,7,0
0,0,0,0,0,435.3656622751212,2,1
0,0,0,0,0,520.3301132544548,4,1
0,0,0,0,0,1026.854488582281,5,0
0,0,0,0,0,835.9005107888624,4,0
0,0,0,0,0,578.294262220251,4,1
1,0,0,0,0,600.4918661637811,4,0
0,0,0,0,0,835.3995071652561,5,1
1,0,0,0,0,237.4708120282459,2,1
0,0,0,0,0,1944.7709456780622,4,0
1,0,0,0,1,114157.04456088493,7,0
0,0,0,0,0,875.6334775780781,2,1
0,1,0,0,0,233.36620426260416,5,1
0,0,0,0,0,520.6545116495685,4,1
1,1,0,0,1,176.9274111384243,3,1
0,0,1,0,0,24929.876182295324,7,0
0,0,1,0,0,750.0809318953678,4,0
0,0,0,0,0,653.2221978009103,3,1
0,0,0,0,0,342.1015238976791,5,1
0,0,0,0,0,1250.3512361286753,1,1
1,0,0,0,0,76.17352948256506,2,1
0,0,0,0,0,7390.794110439017,7,1
0,0,0,0,0,975.1342013010741,6,1
0,0,0,0,0,874.6917854251486,1,1
1,0,0,0,0,1350.3604870901868,1,1
0,1,1,0,0,30884.786420671273,6,0
1,0,0,0,0,498.1379938958959,1,1
0,0,0,0,0,312.62863424211,3,1
0,0,0,0,0,1024.8094704348987,4,1
0,1,0,0,0,810.8992721626953,3,1
0,0,0,0,0,822.7754556310689,5,0
0,0,0,0,0,4180.642915663199,4,1
0,0,0,0,0,474.45548870582735,5,1
0,0,0,0,0,196.8719141626079,2,1
0,0,0,0,0,1101.0124837297194,1,1
0,0,0,0,0,753.8648932744858,2,1
0,0,1,0,0,29197.03847937201,1,0
0,0,0,0,0,459.4991597534253,5,1
0,0,1,0,0,2357.6612346499387,6,1
0,0,0,0,0,49621.669006962205,4,0
0,0,0,0,0,507.407716537783,0,1
1,0,0,0,0,885.8953260355006,4,1
1,0,0,1,0,570.024911104626,5,0
0,0,0,0,0,1293.5077285210023,4,1
0,1,1,0,0,560.1889898096827,3,1
0,0,0,0,0,30280.314260697498,3,0
0,1,0,0,0,139.77590848666588,3,1
0,0,0,0,0,683.8413615172769,5,1
1,0,0,0,0,459.47917805101315,3,1
0,1,0,0,0,29187.118339134377,5,0
0,1,1,0,0,712.3568482894399,2,1
0,1,0,0,0,946.8407488951094,0,1
0,0,0,0,0,399.8515846077326,5,1
0,0,0,0,0,3138.6543995611028,1,1
1,0,0,0,0,111.1696242613651,6,1
0,0,0,0,0,148.95359718331807,2,1
0,0,0,0,0,3700.053522353494,5,1
0,0,0,0,0,767.978217462538,2,1
0,0,0,0,0,9623.436193167094,2,0
0,0,0,0,0,262.94981548599395,2,1
0,1,0,0,0,700.3605394229852,2,0
1,0,0,0,0,268.6326690481053,3,1
0,0,0,0,0,197.3332905706936,2,1
0,0,0,0,0,349.36331416597244,4,1
1,0,0,0,0,120.94688499110406,1,1
1,0,0,0,0,1172.5731775293755,1,1
1,0,0,0,0,495.95864295777204,5,1
0,0,0,0,0,1346.757710503042,6,1
1,0,0,0,0,2700.3403304520607,6,1
1,0,0,0,0,237.02318357658493,2,1
0,0,0,0,0,1142.908632640984,5,1
0,0,0,0,0,74.28239085903397,7,1
1,0,0,0,1,219.01203414786897,5,0
0,1,0,0,0,25934.032583392225,7,0
0,0,0,0,0,296.08804907824924,2,1
0,0,0,0,0,372.8920423510799,4,1
0,0,0,0,0,353.56666234851207,3,1
0,0,0,0,0,500.7035442365676,3,1
0,0,0,0,0,2050.5318422200958,2,1
0,1,0,0,0,17230.956828114562,1,0
0,0,0,0,0,55055.725887576875,4,0
0,0,0,0,0,272.198255966389,2,1
0,0,1,0,0,43914.006842331495,2,0
1,1,0,0,0,32812.13366192774,3,0
0,1,1,0,0,30404.679075069755,7,0
0,0,0,0,0,8349.47808226907,4,1
0,1,1,0,0,24264.98214060929,6,0
0,0,0,0,0,1306.0499574508506,3,1
0,0,0,0,0,6083.116417184167,5,0
0,1,1,0,0,838.6114335172039,3,0
0,1,0,0,0,1241.5346056307365,1,1
0,0,0,0,0,68.6228053616527,4,1
0,0,0,0,0,3976.6028557276836,2,1
0,1,0,0,0,46843.71198519765,4,0
0,0,0,0,0,67.39407629890496,4,1
0,0,0,0,0,542.6409688749992,2,1
0,0,0,0,0,486.6920824732639,6,1
1,0,0,0,0,772.8303574335298,3,1
0,0,1,0,0,685.8626457022115,0,1
0,0,0,0,0,15618.944145227528,3,1
1,1,0,0,0,410.94671539901964,2,1
0,0,0,0,0,394.54515617860375,1,1
0,0,0,0,0,487.9361974342456,4,1
0,0,0,0,0,811.5272806492627,2,1
0,0,0,0,0,476.326001977414,6,1
0,0,0,0,0,62.090057282662166,1,1
1,0,0,0,0,270.3206899626498,7,0
0,0,0,0,0,474.37092636850247,1,1
0,0,0,0,0,2250.653932490688,5,0
0,1,0,0,0,32014.33954639625,3,0
1,0,0,0,0,731.5281676218884,4,1
0,1,0,0,0,1210.2462336886294,1,0
0,1,1,0,0,9091.05624864675,5,0
0,1,0,0,0,104.93867732271666,2,1
0,0,0,0,0,390.8818908617161,4,1
0,0,0,0,0,584.5701545837426,2,1
0,0,0,0,0,404.0977732583204,3,1
1,0,0,0,0,1040.563573226381,4,1
1,0,0,0,0,230.42263036541254,7,1
0,0,0,0,0,475.9185357743979,6,1
0,0,0,0,0,519.8100078872792,3,1
0,1,1,0,0,16999.180944184922,4,0
0,1,0,0,0,433.22592387055977,6,1
1,0,0,0,0,1442.6184937784903,5,1
0,0,0,0,0,1317.3385093221543,1,1
0,0,0,0,0,1964.4743445595825,1,1
0,0,0,0,0,411.86175175625493,2,1
0,0,1,0,0,1440.8735391087039,2,0
1,0,0,0,0,1011.0085378851306,3,1
0,0,0,0,0,791.4461618839663,2,1
0,1,0,0,0,32626.286980597957,2,0
0,0,0,0,0,403.6404320164696,3,1
0,0,0,0,0,138.81895238239287,1,1
0,0,1,0,0,187.11781821751524,4,1
1,0,0,0,0,782.346195603841,2,0
